,activity,fatal_(y/n),month,australia,season
4036,swimming,yes,december,,summer
4037,swimming,yes,december,australia,summer
4038,boat,yes,december,,summer
4039,fishing,no,december,australia,summer
4040,fishing,no,december,australia,summer
4041,fishing,no,december,,summer
4042,boat,yes,december,,summer
4043,surfing,no,november,australia,spring
4044,other_activities,no,november,australia,spring
4045,surfing,no,november,australia,spring
4046,fishing,no,november,,spring
4047,fishing,no,november,,spring
4048,fishing,no,november,australia,spring
4049,surfing,no,november,,spring
4050,fishing,no,november,australia,spring
4051,fishing,no,november,,spring
4052,swimming,yes,october,,spring
4053,other_activities,no,october,,spring
4054,swimming,no,october,,spring
4055,swimming,yes,october,,spring
4056,fishing,no,october,,spring
4057,swimming,no,september,,spring
4058,other_activities,no,september,,spring
4059,other_activities,no,september,,spring
4060,other_activities,,september,,spring
4061,boat,no,september,,spring
4062,other_activities,yes,september,,spring
4063,other_activities,no,september,,spring
4064,other_activities,yes,september,,spring
4065,fishing,no,august,,winter
4066,swimming,no,august,australia,winter
4067,other_activities,no,august,,winter
4068,other_activities,no,august,,winter
4069,swimming,no,august,,winter
4070,swimming,yes,august,,winter
4071,fishing,no,august,,winter
4072,fishing,yes,august,,winter
4073,swimming,no,august,,winter
4074,fishing,no,august,,winter
4075,swimming,yes,august,,winter
4076,other_activities,no,august,,winter
4077,other_activities,no,august,,winter
4078,swimming,no,,,
4079,other_activities,no,july,,winter
4080,surfing,no,july,,winter
4081,other_activities,yes,july,,winter
4082,other_activities,no,july,,winter
4083,fishing,no,july,,winter
4084,other_activities,no,july,,winter
4085,other_activities,yes,july,,winter
4086,swimming,no,july,,winter
4087,other_activities,no,july,,winter
4088,other_activities,yes,july,,winter
4089,other_activities,no,june,,winter
4090,swimming,yes,june,,winter
4091,swimming,yes,june,,winter
4092,swimming,no,june,,winter
4093,fishing,no,may,,autumn
4094,other_activities,no,may,,autumn
4095,other_activities,yes,may,,autumn
4096,fishing,no,may,,autumn
4097,other_activities,no,may,,autumn
4098,fishing,no,april,australia,autumn
4099,swimming,no,april,australia,autumn
4100,fishing,no,april,,autumn
4101,fishing,no,april,,autumn
4102,fishing,no,april,australia,autumn
4103,swimming,no,march,,autumn
4104,boat,yes,march,,autumn
4105,swimming,no,march,,autumn
4106,fishing,no,february,australia,summer
4107,fishing,no,february,,summer
4108,fishing,no,february,,summer
4109,swimming,yes,february,,summer
4110,other_activities,no,february,,summer
4111,other_activities,no,january,australia,summer
4112,fishing,no,january,,summer
4113,swimming,no,january,australia,summer
4114,boat,yes,january,australia,summer
4115,surfing,no,january,australia,summer
4116,swimming,no,january,,summer
4117,other_activities,no,january,,summer
4118,swimming,yes,january,,summer
4119,swimming,no,january,australia,summer
4120,swimming,yes,,,
4121,other_activities,yes,july,,winter
4122,boat,no,,,
4123,fishing,no,,,
4124,fishing,no,,,
4125,other_activities,yes,,,
4126,fishing,no,,,
4127,fishing,no,december,,summer
4128,other_activities,no,december,,summer
4129,swimming,yes,december,,summer
4130,surfing,yes,december,,summer
4131,boat,yes,december,,summer
4132,swimming,yes,november,australia,spring
4133,fishing,no,november,,spring
4134,fishing,yes,november,,spring
4135,fishing,no,november,,spring
4136,swimming,no,october,,spring
4137,other_activities,no,october,,spring
4138,other_activities,no,october,,spring
4139,other_activities,no,october,,spring
4140,boat,yes,september,,spring
4141,fishing,no,september,,spring
4142,fishing,no,september,,spring
4143,boat,no,august,,winter
4144,swimming,no,august,,winter
4145,swimming,yes,july,,winter
4146,swimming,no,july,,winter
4147,swimming,no,july,,winter
4148,other_activities,yes,july,,winter
4149,swimming,yes,july,,winter
4150,other_activities,yes,july,,winter
4151,other_activities,no,july,,winter
4152,swimming,no,july,,winter
4153,swimming,yes,july,,winter
4154,fishing,no,july,,winter
4155,other_activities,no,july,,winter
4156,other_activities,no,june,,winter
4157,other_activities,no,june,,winter
4158,swimming,no,june,,winter
4159,swimming,no,june,australia,winter
4160,fishing,no,june,,winter
4161,swimming,no,april,,autumn
4162,swimming,no,april,,autumn
4163,other_activities,yes,april,,autumn
4164,swimming,yes,april,,autumn
4165,fishing,no,april,,autumn
4166,fishing,no,february,australia,summer
4167,swimming,no,february,,summer
4168,surfing,no,january,australia,summer
4169,surfing,no,january,australia,summer
4170,other_activities,no,january,,summer
4171,swimming,yes,january,,summer
4172,fishing,no,,,
4173,other_activities,no,,,
4174,swimming,no,,,
4175,other_activities,yes,,,
4176,fishing,yes,,,
4177,fishing,yes,,,
4178,fishing,no,,,
4179,fishing,no,,,
4180,fishing,yes,,,
4181,fishing,no,december,australia,summer
4182,other_activities,no,december,,summer
4183,swimming,no,december,,summer
4184,other_activities,yes,december,,summer
4185,other_activities,yes,december,,summer
4186,surfing,no,december,,summer
4187,fishing,no,november,,spring
4188,fishing,no,november,australia,spring
4189,other_activities,yes,october,,spring
4190,other_activities,yes,october,,spring
4191,other_activities,no,september,,spring
4192,other_activities,no,august,,winter
4193,swimming,no,july,,winter
4194,swimming,yes,july,,winter
4195,swimming,no,july,australia,winter
4196,other_activities,no,june,,winter
4197,fishing,no,may,australia,autumn
4198,fishing,no,may,,autumn
4199,other_activities,no,may,,autumn
4200,swimming,yes,april,,autumn
4201,surfing,no,april,australia,autumn
4202,other_activities,no,april,,autumn
4203,swimming,no,april,australia,autumn
4204,swimming,no,april,,autumn
4205,swimming,no,april,,autumn
4206,fishing,no,february,,summer
4207,other_activities,no,february,,summer
4208,other_activities,,february,australia,summer
4209,swimming,no,february,,summer
4210,other_activities,yes,january,,summer
4211,fishing,no,,,
4212,swimming,no,,,
4213,other_activities,no,,,
4214,fishing,no,,,
4215,fishing,yes,,,
4216,swimming,no,,,
4217,fishing,no,,,
4218,other_activities,no,,,
4219,fishing,yes,,,
4220,other_activities,no,,,
4221,fishing,yes,,,
4222,fishing,yes,december,,summer
4223,fishing,yes,december,,summer
4224,swimming,yes,december,,summer
4225,fishing,no,december,,summer
4226,swimming,no,october,,spring
4227,fishing,no,october,,spring
4228,swimming,no,october,,spring
4229,fishing,yes,october,,spring
4230,surfing,no,september,,spring
4231,boat,yes,september,,spring
4232,fishing,yes,september,,spring
4233,swimming,no,september,,spring
4234,fishing,yes,august,,winter
4235,fishing,no,august,,winter
4236,swimming,yes,august,,winter
4237,swimming,no,august,australia,winter
4238,swimming,no,august,,winter
4239,swimming,no,august,,winter
4240,other_activities,yes,august,,winter
4241,other_activities,yes,august,,winter
4242,fishing,no,august,,winter
4243,fishing,no,august,,winter
4244,fishing,no,august,,winter
4245,other_activities,yes,july,,winter
4246,fishing,no,july,,winter
4247,swimming,yes,july,,winter
4248,other_activities,no,july,,winter
4249,swimming,no,july,,winter
4250,surfing,no,june,australia,winter
4251,fishing,yes,june,,winter
4252,other_activities,yes,june,,winter
4253,fishing,no,may,,autumn
4254,swimming,yes,may,,autumn
4255,swimming,no,may,australia,autumn
4256,boat,,march,,autumn
4257,swimming,no,march,australia,autumn
4258,surfing,yes,march,australia,autumn
4259,other_activities,no,march,australia,autumn
4260,swimming,yes,february,australia,summer
4261,swimming,no,february,australia,summer
4262,swimming,no,january,australia,summer
4263,swimming,yes,january,,summer
4264,surfing,no,january,australia,summer
4265,swimming,no,,,
4266,boat,yes,,,
4267,swimming,yes,,,
4268,other_activities,no,,,
4269,swimming,,,,
4270,other_activities,no,,,
4271,other_activities,no,,,
4272,other_activities,yes,,,
4273,other_activities,no,december,australia,summer
4274,fishing,no,december,,summer
4275,swimming,no,november,,spring
4276,fishing,no,november,,spring
4277,fishing,no,october,australia,spring
4278,other_activities,yes,september,,spring
4279,other_activities,no,september,,spring
4280,other_activities,no,september,,spring
4281,swimming,no,september,,spring
4282,other_activities,no,september,,spring
4283,fishing,yes,august,,winter
4284,surfing,no,august,,winter
4285,swimming,yes,august,,winter
4286,swimming,yes,august,,winter
4287,fishing,no,august,,winter
4288,other_activities,no,august,,winter
4289,fishing,no,august,australia,winter
4290,other_activities,yes,july,,winter
4291,other_activities,no,june,,winter
4292,swimming,yes,july,,winter
4293,swimming,yes,july,,winter
4294,fishing,no,may,,autumn
4295,fishing,no,may,,autumn
4296,fishing,no,april,,autumn
4297,fishing,no,april,,autumn
4298,fishing,no,april,,autumn
4299,surfing,yes,march,australia,autumn
4300,swimming,no,march,,autumn
4301,other_activities,no,march,australia,autumn
4302,swimming,no,february,,summer
4303,fishing,no,february,,summer
4304,swimming,yes,february,australia,summer
4305,fishing,no,february,,summer
4306,other_activities,no,february,australia,summer
4307,other_activities,no,february,australia,summer
4308,other_activities,yes,january,australia,summer
4309,other_activities,yes,january,,summer
4310,other_activities,,,,
4311,fishing,no,,,
4312,other_activities,yes,,,
4313,swimming,no,,,
4314,fishing,no,,,
4315,other_activities,no,,,
4316,swimming,yes,december,,summer
4317,swimming,yes,december,australia,summer
4318,swimming,yes,december,,summer
4319,swimming,no,december,,summer
4320,fishing,no,november,,spring
4321,other_activities,yes,october,,spring
4322,fishing,no,october,,spring
4323,boat,,october,,spring
4324,other_activities,no,october,,spring
4325,swimming,no,september,,spring
4326,swimming,yes,september,,spring
4327,fishing,yes,september,australia,spring
4328,fishing,no,,,
4329,fishing,no,august,,winter
4330,fishing,no,august,,winter
4331,fishing,no,july,,winter
4332,swimming,yes,july,,winter
4333,fishing,no,july,,winter
4334,swimming,yes,july,,winter
4335,other_activities,no,july,,winter
4336,swimming,no,july,,winter
4337,swimming,yes,july,,winter
4338,other_activities,no,july,,winter
4339,other_activities,no,june,,winter
4340,swimming,no,june,australia,winter
4341,swimming,yes,june,,winter
4342,swimming,yes,may,,autumn
4343,other_activities,no,may,,autumn
4344,fishing,no,april,,autumn
4345,fishing,no,april,,autumn
4346,swimming,yes,february,australia,summer
4347,swimming,no,january,australia,summer
4348,fishing,no,january,australia,summer
4349,other_activities,no,january,,summer
4350,other_activities,no,january,,summer
4351,other_activities,yes,,,
4352,other_activities,no,,,
4353,swimming,yes,,,
4354,fishing,no,,,
4355,swimming,no,,,
4356,other_activities,yes,,,
4357,other_activities,no,,,
4358,swimming,no,december,,summer
4359,swimming,no,december,,summer
4360,swimming,no,december,australia,summer
4361,surfing,no,december,australia,summer
4362,other_activities,no,october,australia,spring
4363,other_activities,yes,september,,spring
4364,swimming,no,september,,spring
4365,other_activities,no,september,,spring
4366,surfing,no,september,,spring
4367,other_activities,no,september,,spring
4368,swimming,no,august,,winter
4369,other_activities,yes,july,,winter
4370,fishing,yes,july,,winter
4371,fishing,no,july,,winter
4372,other_activities,no,july,,winter
4373,other_activities,no,july,,winter
4374,fishing,no,july,,winter
4375,other_activities,no,july,,winter
4376,other_activities,no,july,,winter
4377,boat,no,june,australia,winter
4378,other_activities,no,april,australia,autumn
4379,swimming,no,april,,autumn
4380,other_activities,no,april,,autumn
4381,swimming,no,april,,autumn
4382,fishing,no,march,australia,autumn
4383,fishing,no,march,australia,autumn
4384,other_activities,yes,march,,autumn
4385,boat,yes,march,,autumn
4386,other_activities,no,february,,summer
4387,fishing,no,february,australia,summer
4388,fishing,no,february,australia,summer
4389,fishing,no,january,australia,summer
4390,fishing,no,january,australia,summer
4391,fishing,no,,australia,
4392,other_activities,yes,,,
4393,other_activities,no,,,
4394,surfing,no,december,australia,summer
4395,fishing,no,december,australia,summer
4396,other_activities,no,december,,summer
4397,fishing,no,august,,winter
4398,swimming,yes,august,,winter
4399,surfing,yes,december,,summer
4400,swimming,yes,december,,summer
4401,fishing,no,october,,spring
4402,other_activities,no,august,,winter
4403,fishing,yes,august,,winter
4404,fishing,no,july,,winter
4405,fishing,no,july,,winter
4406,fishing,no,july,,winter
4407,boat,yes,july,,winter
4408,fishing,no,july,,winter
4409,fishing,no,july,,winter
4410,surfing,no,may,,autumn
4411,fishing,no,may,australia,autumn
4412,fishing,no,may,,autumn
4413,fishing,no,april,australia,autumn
4414,fishing,no,april,,autumn
4415,other_activities,no,march,,autumn
4416,fishing,no,january,,summer
4417,surfing,no,january,australia,summer
4418,swimming,yes,,,
4419,fishing,no,,,
4420,fishing,yes,,,
4421,fishing,yes,,,
4422,swimming,yes,,,
4423,swimming,yes,december,,summer
4424,fishing,no,december,australia,summer
4425,swimming,no,,,
4426,other_activities,yes,december,australia,summer
4427,swimming,no,november,,spring
4428,fishing,no,november,,spring
4429,other_activities,no,november,,spring
4430,boat,yes,november,,spring
4431,swimming,yes,october,australia,spring
4432,boat,no,october,,spring
4433,swimming,yes,september,,spring
4434,fishing,no,september,,spring
4435,boat,yes,september,australia,spring
