,date,country,activity,fatal_(y/n),month,australia
1685,29-mar-2004,brazil,other_activities,no,march,
1686,28-mar-2004,usa,surfing,no,march,
1687,27-mar-2004,reunion,surfing,no,march,
1688,27-mar-2004,usa,swimming,no,march,
1689,14-mar-2004,usa,swimming,no,march,
1690,22-mar-2004,new_zealand,fishing,no,march,
1691,16-mar-2004,usa,surfing,no,march,
1692,06-mar-2004,australia,fishing,no,march,australia
1693,29-feb-2004,brazil,swimming,yes,february,
1694,26-feb-2004,new_zealand,surfing,no,february,
1695,21-feb-2004,australia,swimming,no,february,australia
1696,16-feb-2004,australia,swimming,no,february,australia
1697,14-feb-2004,egypt,swimming,yes,february,
1698,11-feb-2004,australia,swimming,no,february,australia
1699,25-jan-2004,australia,swimming,no,january,australia
1700,23-jan-2004,uruguay,surfing,no,january,
1701,22-jan-2004,new_zealand,other_activities,no,january,
1702,21-jan-2004,venezuela,swimming,no,january,
1703,21-jan-2004,venezuela,fishing,no,january,
1704,reported_15-jan-2004,south_africa,surfing,no,january,
1705,12-jan-2004,australia,swimming,no,january,australia
1706,07-jan-2004,south_africa,surfing,no,january,
1707,03-jan-2004,new_zealand,fishing,no,january,
1708,03-jan-2004,egypt,fishing,yes,january,
1709,2004,australia,surfing,no,,australia
1710,31-dec-2003,south_africa,other_activities,no,december,
1711,26-dec-2003,usa,swimming,no,december,
1712,13-dec-2003,usa,swimming,no,december,
1713,13-dec-2003,new_zealand,swimming,yes,december,
1714,08-dec-2003,australia,surfing,no,december,australia
1715,30-nov-2003,australia,swimming,no,november,australia
1716,30-nov-2003,australia,swimming,no,november,australia
1717,27-nov-2003,south_africa,fishing,yes,november,
1718,22-nov-2003,usa,surfing,no,november,
1719,12-nov-2003,india,surfing,no,november,
1720,12-nov-2003,usa,surfing,no,november,
1721,06-nov-2003,egypt,swimming,no,november,
1722,06-nov-2003,south_africa,surfing,no,november,
1723,01-nov-2003,australia,other_activities,no,november,australia
1724,nov-2003,panama,fishing,no,november,
1725,31-oct-2003,usa,surfing,no,october,
1726,31-oct-2003,australia,surfing,no,october,australia
1727,31-oct-2003,usa,surfing,no,october,
1728,27-oct-2003,usa,surfing,no,october,
1729,24-oct-2003,usa,swimming,no,october,
1730,14-oct-2003,usa,surfing,no,october,
1731,06-oct-2003,usa,swimming,yes,october,
1732,05-oct-2003,usa,surfing,no,october,
1733,05-oct-2003,usa,surfing,no,october,
1734,05-oct-2003,usa,surfing,no,october,
1735,05-oct-2003,usa,surfing,no,october,
1736,05-oct-2003,usa,fishing,no,october,
1737,29-sep-2003,fiji,boat,yes,september,
1738,28-sep-2003,usa,surfing,no,september,
1739,21-sep-2003,usa,surfing,no,september,
1740,19-sep-2003,usa,surfing,no,september,
1741,17-sep-2003,usa,surfing,no,september,
1742,14-sep-2003,usa,surfing,no,september,
1743,14-sep-2003,south_africa,fishing,no,september,
1744,14-sep-2003,usa,swimming,no,september,
1745,13-sep-2003,usa,other_activities,no,september,
1746,13-sep-2003,usa,other_activities,no,september,
1747,12-sep-2003,south_africa,other_activities,yes,september,
1748,sep-2003,usa,fishing,no,september,
1749,29-aug-2003,usa,fishing,no,august,
1750,19-aug-2003,usa,swimming,yes,august,
1751,12-aug-2003,usa,swimming,no,august,
1752,08-aug-2003,south_africa,surfing,no,august,
1753,reported_26-jul-2003,australia,surfing,no,july,australia
1754,20-jul-2003,usa,surfing,no,july,
1755,15-jul-2003,usa,other_activities,no,july,
1756,10-jul-2003,bahamas,fishing,no,july,
1757,05-jul-2003,usa,surfing,no,july,
1758,05-jul-2003,usa,surfing,no,july,
1759,04-jul-2003,bahamas,fishing,no,july,
1760,jul-2003,usa,fishing,no,july,
1761,late_jul-2003,french_polynesia,fishing,no,july,
1762,jul-2003,new_zealand,swimming,no,july,
1763,30-jun-2003,usa,surfing,no,june,
1764,26-jun-2003,usa,surfing,no,june,
1765,24-jun-2003,brazil,other_activities,yes,june,
1766,24-jun-2003,usa,other_activities,no,june,
1767,24-jun-2003,usa,swimming,no,june,
1768,22-jun-2003,usa,swimming,no,june,
1769,19-jun-2003,usa,surfing,no,june,
1770,08-jun-2003,usa,surfing,no,june,
1771,jun-2003,usa,swimming,no,june,
1772,25-may-2003,usa,surfing,no,may,
1773,14-may-2003,usa,other_activities,no,may,
1774,10-may-2003,usa,swimming,no,may,
1775,07-may-2003,usa,surfing,no,may,
1776,03-may-2003,usa,other_activities,no,may,
1777,may-2003,philippines,other_activities,no,may,
1778,26-apr-2003,brazil,other_activities,no,april,
1779,25-apr-2003,brazil,swimming,no,april,
1780,23-apr-2003,brazil,surfing,no,april,
1781,23-apr-2003,brazil,swimming,no,april,
1782,21-apr-2003,usa,surfing,no,april,
1783,21-apr-2003,usa,surfing,no,april,
1784,20-apr-2003,usa,surfing,no,april,
1785,20-apr-2003,usa,surfing,no,april,
1786,20-apr-2003,usa,surfing,no,april,
1787,19-apr-2003,usa,other_activities,no,april,
1788,18-apr-2003,usa,surfing,no,april,
1789,15-apr-2003,usa,swimming,no,april,
1790,11-apr-2003,venezuela,surfing,no,april,
1791,09-apr-2003,usa,surfing,no,april,
1792,04-apr-2003,usa,surfing,no,april,
1793,10-mar-2003,usa,other_activities,no,march,
1794,27-feb-2003,new_zealand,swimming,no,february,
1795,15-feb-2003,australia,other_activities,no,february,australia
1796,15-feb-2003,usa,swimming,no,february,
1797,11-feb-2003,australia,swimming,no,february,australia
1798,08-feb-2003,australia,swimming,yes,february,australia
1799,17-jan-2003,south_africa,other_activities,no,january,
1800,03-jan-2003,costa_rica,surfing,no,january,
1801,02-jan-2003,australia,surfing,no,january,australia
1802,29-dec-2002,australia,swimming,no,december,australia
1803,24-dec-2002,south_africa,swimming,no,december,
1804,21-dec-2002,australia,swimming,no,december,australia
1805,20-dec-2002,australia,swimming,no,december,australia
1806,16-dec-2002,australia,swimming,yes,december,australia
1807,01-dec-2002,brazil,surfing,yes,december,
1808,28-nov-2002,micronesia,swimming,no,november,
1809,28-nov-2002,usa,other_activities,no,november,
1810,17-nov-2002,usa,swimming,no,november,
1811,14-nov-2002,turks_&_caicos,swimming,no,november,
1812,11-nov-2002,usa,surfing,no,november,
1813,02-nov-2002,usa,other_activities,no,november,
1814,nov-2002,french_polynesia,fishing,no,november,
1815,30-oct-2002,usa,swimming,no,october,
1816,14-oct-2002,brazil,swimming,yes,october,
1817,11-oct-2002,usa,surfing,no,october,
1818,05-oct-2002,usa,surfing,no,october,
1819,05-oct-2002,usa,surfing,no,october,
1820,03-oct-2002,usa,surfing,no,october,
1821,30-sep-2002,usa,surfing,no,september,
1822,29-sep-2002,usa,surfing,no,september,
1823,27-sep-2002,usa,surfing,no,september,
1824,27-sep-2002,usa,fishing,no,september,
1825,27-sep-2002,tonga,swimming,no,september,
1826,21-sep-2002,usa,surfing,no,september,
1827,21-sep-2002,usa,surfing,no,september,
1828,16-sep-2002,brazil,swimming,no,september,
1829,16-sep-2002,usa,other_activities,no,september,
1830,13-sep-2002,south_africa,surfing,no,september,
1831,09-sep-2002,usa,other_activities,no,september,
1832,05-sep-2002,usa,other_activities,no,september,
1833,28-aug-2002,usa,surfing,no,august,
1834,17-aug-2002,usa,swimming,no,august,
1835,14-aug-2002,usa,surfing,no,august,
1836,11-aug-2002,usa,surfing,no,august,
1837,07-aug-2002,usa,other_activities,no,august,
1838,reported_06-aug-2002,united_kingdom,swimming,no,august,
1839,05-aug-2002,usa,other_activities,no,august,
1840,26-jul-2002,usa,surfing,no,july,
1841,20-jul-2002,usa,swimming,no,july,
1842,10-jul-2002,usa,surfing,no,july,
1843,09-jul-2002,usa,fishing,yes,july,
1844,10-jul-2002,brazil,surfing,no,july,
1845,04-jul-2002,usa,other_activities,no,july,
1846,20-jun-2002,australia,surfing,no,june,australia
1847,20-jun-2002,usa,swimming,no,june,
1848,16-jun-2002,indonesia,other_activities,no,june,
1849,reported_13-jun-2002,papua_new_guinea,other_activities,no,june,
1850,reported_13-jun-2002,papua_new_guinea,other_activities,yes,june,
1851,11-jun-2002,usa,surfing,no,june,
1852,10-jun-2002,usa,surfing,no,june,
1853,09-jun-2002,usa,surfing,no,june,
1854,09-jun-2002,usa,swimming,no,june,
1855,03-jun-2002,south_africa,swimming,no,june,
1856,31-may-2002,usa,surfing,no,may,
1857,31-may-2002,usa,other_activities,no,may,
1858,22-may-2002,usa,fishing,no,may,
1859,22-may-2002,usa,surfing,no,may,
1860,reported_21-may-2002,costa_rica,surfing,no,may,
1861,21-may-2002,papua_new_guinea,other_activities,no,may,
1862,13-may-2002,usa,fishing,no,may,
1863,10-may-2002,brazil,surfing,no,may,
1864,07-may-2002,australia,fishing,no,may,australia
1865,30-apr-2002,australia,surfing,yes,april,australia
1866,21-apr-2002,australia,fishing,no,april,australia
1867,20-apr-2002,usa,surfing,no,april,
1868,18-apr-2002,usa,surfing,no,april,
1869,12-apr-2002,australia,swimming,no,april,australia
1870,09-apr-2002,bahamas,other_activities,no,april,
1871,02-apr-2002,usa,other_activities,no,april,
1872,01-apr-2002,usa,swimming,no,april,
1873,25-mar-2002,usa,other_activities,no,march,
1874,25-mar-2002,usa,other_activities,no,march,
1875,24-mar-2002,brazil,swimming,yes,march,
1876,19-mar-2002,usa,swimming,no,march,
1877,15-mar-2002,usa,swimming,no,march,
1878,15-mar-2002,usa,surfing,no,march,
1879,03-mar-2002,new_caledonia,fishing,no,march,
1880,23-feb-2002,turks_&_caicos,fishing,yes,february,
1881,16-feb-2002,australia,surfing,no,february,australia
1882,11-feb-2002,fiji,other_activities,yes,february,
1883,07-feb-2002,australia,other_activities,no,february,australia
1884,30-jan-2002,australia,surfing,no,january,australia
1885,30-jan-2002,australia,swimming,no,january,australia
1886,04-jan-2002,south_africa,fishing,no,january,
1887,03-jan-2002,brazil,swimming,yes,january,
1888,01-jan-2002,south_africa,surfing,no,january,
1889,01-jan-2002,usa,swimming,no,january,
1890,21-dec-2001,australia,surfing,no,december,australia
1891,23-nov-2001,australia,surfing,no,november,australia
1892,14-nov-2001,usa,surfing,no,november,
1893,07-nov-2001,australia,surfing,no,november,australia
1894,07-oct-2001,south_africa,other_activities,no,october,
1895,02-oct-2001,australia,swimming,no,october,australia
1896,30-sep-2001,mexico,surfing,no,september,
1897,30-sep-2001,australia,other_activities,no,september,australia
1898,24-sep-2001,usa,surfing,no,september,
1899,18-sep-2001,usa,surfing,no,september,
1900,16-sep-2001,usa,swimming,yes,september,
1901,15-sep-2001,usa,other_activities,no,september,
1902,15-sep-2001,usa,surfing,no,september,
1903,13-sep-2001,united_kingdom,swimming,no,september,
1904,08-sep-2001,usa,fishing,no,september,
1905,07-sep-2001,usa,other_activities,no,september,
1906,07-sep-2001,usa,swimming,no,september,
1907,03-sep-2001,usa,swimming,yes,september,
1908,03-sep-2001,usa,swimming,no,september,
1909,02-sep-2001,usa,other_activities,no,september,
1910,01-sep-2001,usa,swimming,yes,september,
1911,31-aug-2001,bahamas,fishing,no,august,
1912,29-aug-2001,usa,other_activities,no,august,
1913,27-aug-2001,usa,other_activities,no,august,
1914,26-aug-2001,usa,other_activities,no,august,
1915,25-aug-2001,usa,other_activities,no,august,
1916,22-aug-2001,usa,surfing,no,august,
1917,21-aug-2001,usa,surfing,no,august,
1918,19-aug-2001,usa,surfing,no,august,
1919,19-aug-2001,usa,surfing,no,august,
1920,19-aug-2001,usa,surfing,no,august,
1921,18-aug-2001,usa,surfing,no,august,
1922,18-aug-2001,usa,surfing,no,august,
1923,18-aug-2001,usa,surfing,no,august,
1924,16-aug-2001,bahamas,fishing,no,august,
1925,12-aug-2001,thailand,boat,no,august,
1926,05-aug-2001,usa,other_activities,no,august,
1927,04-aug-2001,bahamas,swimming,no,august,
1928,03-aug-2001,italy,fishing,no,august,
1929,26-jul-2001,usa,other_activities,no,july,
1930,25-jul-2001,usa,other_activities,no,july,
1931,24-jul-2001,usa,other_activities,no,july,
1932,21-jul-2001,usa,fishing,no,july,
1933,15-jul-2001,usa,surfing,no,july,
1934,15-jul-2001,usa,other_activities,no,july,
1935,06-jul-2001,mexico,surfing,no,july,
1936,06-jul-2001,usa,swimming,no,july,
1937,03-jul-2001,usa,other_activities,no,july,
1938,jul-2001,usa,other_activities,no,july,
1939,12-jun-2001,usa,swimming,no,june,
1940,10-jun-2001,usa,fishing,no,june,
1941,09-jun-2001,australia,other_activities,no,june,australia
1942,03-jun-2001,usa,other_activities,no,june,
1943,29-may-2001,usa,other_activities,no,may,
1944,23-may-2001,usa,swimming,no,may,
1945,20-may-2001,usa,swimming,no,may,
1946,18-may-2001,philippines,fishing,no,may,
1947,11-may-2001,madagascar,other_activities,no,may,
1948,08-may-2001,south_africa,surfing,no,may,
1949,04-may-2001,australia,surfing,no,may,australia
1950,03-may-2001,usa,surfing,no,may,
1951,may-2001,fiji,fishing,yes,may,
1952,28-apr-2001,usa,other_activities,no,april,
1953,13-apr-2001,usa,surfing,no,april,
1954,13-apr-2001,usa,surfing,no,april,
1955,12-apr-2001,usa,other_activities,no,april,
1956,12-apr-2001,usa,surfing,no,april,
1957,12-apr-2001,usa,surfing,no,april,
1958,12-apr-2001,usa,other_activities,no,april,
1959,12-apr-2001,usa,surfing,no,april,
1960,11-apr-2001,usa,surfing,no,april,
1961,11-apr-2001,usa,surfing,no,april,
1962,11-apr-2001,usa,surfing,no,april,
1963,10-apr-2001,usa,surfing,no,april,
1964,08-apr-2001,south_africa,surfing,no,april,
1965,08-apr-2001,australia,swimming,no,april,australia
1966,05-apr-2001,usa,surfing,no,april,
1967,02-ap-2001,brazil,other_activities,no,,
1968,02-apr-2001,australia,surfing,no,april,australia
1969,23-mar-2001,usa,other_activities,no,march,
1970,09-mar-2001,usa,surfing,no,march,
1971,08-mar-2001,brazil,other_activities,no,march,
1972,03-mar-2001,brazil,swimming,yes,march,
1973,mar-2001,caribbean_sea,other_activities,yes,march,
1974,26-feb-2001,australia,fishing,no,february,australia
1975,11-feb-2001,malaysia,other_activities,no,february,
1976,04-feb-2001,australia,surfing,no,february,australia
1977,reported__24-jan-2001,australia,other_activities,no,january,australia
1978,24-jan-2001,cuba,swimming,no,january,
1979,21-jan-2001,australia,fishing,no,january,australia
1980,09-jan-2001,usa,surfing,no,january,
1981,06-jan-2001,new_zealand,other_activities,no,january,
1982,24-dec-2000,australia,swimming,no,december,australia
1983,12-dec-2000,fiji,swimming,yes,december,
1984,11-dec-2000,australia,fishing,no,december,australia
1985,05-dec-2000,canada,swimming,no,december,
1986,03-dec-2000,australia,fishing,no,december,australia
1987,dec-2000,new_zealand,surfing,yes,december,
1988,21-nov-2000,australia,swimming,no,november,australia
1989,20-nov-2000,australia,boat,no,november,australia
1990,17-nov-2000,usa,swimming,no,november,
1991,10-nov-2000,usa,other_activities,no,november,
1992,06-nov-2000,australia,swimming,no,november,australia
1993,06-nov-2000,australia,swimming,yes,november,australia
1994,04-nov-2000,usa,surfing,no,november,
1995,29-oct-2000,australia,fishing,no,october,australia
1996,20-oct-2000,usa,surfing,no,october,
1997,18-oct-2000,usa,swimming,no,october,
1998,14-oct-2000,usa,swimming,no,october,
1999,09-oct-2000,usa,surfing,no,october,
2000,06-oct-2000,usa,surfing,no,october,
2001,06-oct-2000,usa,surfing,no,october,
2002,02-oct-2000,usa,surfing,no,october,
2003,29-sep-2000,usa,surfing,no,september,
2004,25-sep-2000,australia,surfing,yes,september,australia
2005,24-sep-2000,australia,surfing,yes,september,australia
2006,19-sep-2000,australia,other_activities,no,september,australia
2007,16-sep-2000,okinawa,surfing,yes,september,
2008,16-sep-2000,usa,other_activities,no,september,
2009,15-sep-2000,usa,surfing,no,september,
2010,12-sep-2000,usa,surfing,no,september,
2011,11-sep-2000,usa,surfing,no,september,
2012,10-sep-2000,usa,swimming,no,september,
2013,10-sep-2000,south_africa,swimming,no,september,
2014,08-sep-2000,tanzania,swimming,yes,september,
2015,08-sep-2000,usa,other_activities,no,september,
2016,08-sep-2000,reunion,surfing,no,september,
2017,early_sep-2000,tanzania,swimming,yes,september,
2018,31-aug-2000,usa,swimming,no,august,
2019,30-aug-2000,usa,other_activities,yes,august,
2020,reported_27-aug-2000,usa,other_activities,no,august,
2021,21-aug-2000,usa,swimming,no,august,
2022,15-aug-2000,usa,surfing,no,august,
2023,13-aug-2000,usa,surfing,no,august,
2024,12-aug-2000,usa,other_activities,no,august,
2025,11-aug-2000,usa,swimming,no,august,
2026,10-aug-2000,usa,other_activities,no,august,
2027,aug-2000,tanzania,swimming,yes,august,
2028,25-jul-2000,usa,other_activities,no,july,
2029,22-jul-2000,usa,swimming,no,july,
2030,17-jul-2000,usa,surfing,no,july,
2031,16-jul-2000,usa,surfing,no,july,
2032,16-jul-2000,south_africa,surfing,no,july,
2033,15-jul-2000,south_africa,surfing,no,july,
2034,15-jul-2000,south_africa,surfing,no,july,
2035,12-jul-2000,tonga,swimming,no,july,
2036,10-jul-2000,usa,other_activities,no,july,
2037,09-jul-2000,usa,swimming,no,july,
2038,07-jul-2000,usa,other_activities,no,july,
2039,06-jul-2000,usa,other_activities,no,july,
2040,04-jul-2000,usa,other_activities,no,july,
2041,04-jul-2000,usa,fishing,no,july,
2042,02-jul-2000,usa,other_activities,no,july,
2043,02-jul-2000,usa,other_activities,no,july,
2044,jul-2000,tanzania,swimming,yes,july,
2045,30-jun-2000,papua_new_guinea,other_activities,yes,june,
2046,29-jun-2000,new_zealand,fishing,no,june,
2047,19-jun-2000,usa,other_activities,no,june,
2048,13-jun-2000,usa,boat,no,june,
2049,10-jun-2000,usa,surfing,no,june,
2050,09-jun-2000,usa,swimming,no,june,
2051,09-jun-2000,usa,swimming,no,june,
2052,02-jun-2000,usa,swimming,no,june,
2053,early_jun-2000,tanzania,swimming,yes,june,
2054,13-may-2000,new_caledonia,other_activities,yes,may,
2055,09-may-2000,australia,other_activities,no,may,australia
2056,07-may-2000,papua_new_guinea,other_activities,no,may,
2057,07-may-2000,papua_new_guinea,swimming,yes,may,
2058,14-apr-2000,usa,other_activities,no,april,
2059,09-apr-2000,usa,other_activities,no,april,
2060,31-mar-2000,usa,fishing,no,march,
2061,30-mar-2000,australia,swimming,no,march,australia
2062,26-mar-2000,usa,other_activities,no,march,
2063,24-mar-2000,usa,surfing,no,march,
2064,15-mar-2000,new_caledonia,fishing,yes,march,
2065,14-mar-2000,australia,surfing,no,march,australia
